Conflict_ID,Region,Conflict_Type,Start_Date,End_Date,Number_of_Incidents,Number_of_Deaths,Intervention_ID,Intervention_Country,Intervention_Organization,Intervention_Type,Intervention_Start_Date,Intervention_End_Date,Intervention_Success,Country,Population,GDP_Per_Capita,Unemployment_Rate,Poverty_Index,Literacy_Rate,Ethnic_Group,Main_Religion,Ethnic_Religious_Tension,Number_of_Conflicts,Last_Conflict_Date,Corruption_Index,Governance_Quality,Government_Transparency,Number_of_Scandals,Number_of_Displaced_People,Number_of_Refugees,Humanitarian_Needs,Access_to_Humanitarian_Aid,Technology_Use_in_Conflicts,Technological_Investment,Number_of_Data_Analysis_Projects,Data_Analysis_Effectiveness
99,Afghanistan,civil war,2010-04-09,2023-01-01,41,531,99,Afghanistan,UN,humanitarian,2010-04-09,,partial,Iraq,1715849,11285,19.02,11.25,67.44,Kurd,Christianity,medium,7,2020-04-08,6.14,8,3,2,1356344,2493568,food,low,high,57,17,9
100,Yemen,terrorism,2010-04-10,,88,798,100,Afghanistan,Red Cross,diplomatic,2010-04-10,2023-01-01,no,Yemen,21515371,2317,31.2,44.97,81.69,Persian,Shia Islam,high,2,2020-04-09,1.55,4,9,1,2250998,2768836,food,medium,high,84,27,8
101,Iraq,territorial conflict,2010-04-11,,64,215,101,Iraq,UN,diplomatic,2010-04-11,,no,Iraq,23685314,40357,12.47,56.51,66.51,Arab,Shia Islam,low,19,2020-04-10,7.14,6,6,4,4955994,133492,food,low,high,24,45,3
102,Afghanistan,terrorism,2010-04-12,,42,855,102,Syria,UN,humanitarian,2010-04-12,,partial,Yemen,17835128,33490,48.01,50.16,53.34,Persian,Shia Islam,low,18,2020-04-11,4.09,3,8,5,2175207,894682,water,low,medium,89,11,8
103,Yemen,territorial conflict,2010-04-13,,73,444,103,Iran,NATO,military,2010-04-13,2023-01-01,no,Iran,13661763,742,33.09,48.94,90.66,Kurd,Sunni Islam,medium,10,2020-04-12,5.5,5,5,4,3805044,2652779,food,low,low,85,40,9
104,Yemen,territorial conflict,2010-04-14,,21,640,104,Yemen,Red Cross,humanitarian,2010-04-14,,no,Syria,3211814,44335,16.7,59.18,70.84,Persian,Sunni Islam,low,17,2020-04-13,8.56,5,2,0,4543208,588330,water,high,high,4,33,1
105,Iraq,civil war,2010-04-15,2023-01-01,54,627,105,Iran,NATO,humanitarian,2010-04-15,,no,Syria,8502815,31799,49.03,45.33,89.29,Turkoman,Sunni Islam,low,8,2020-04-14,9.14,1,2,3,3076667,1848303,water,medium,medium,92,12,4
106,Afghanistan,territorial conflict,2010-04-16,,28,426,106,Iran,UN,diplomatic,2010-04-16,,partial,Iran,35995073,17234,36.27,45.66,57.71,Baluchi,Sunni Islam,medium,16,2020-04-15,5.19,2,7,5,3156976,936416,water,high,medium,71,40,9
107,Iraq,territorial conflict,2010-04-17,,53,709,107,Afghanistan,NATO,military,2010-04-17,2023-01-01,partial,Afghanistan,20445803,49131,13.56,52.61,50.16,Arab,Christianity,high,17,2020-04-16,6.81,9,5,8,2847943,418982,water,low,high,62,20,9
108,Syria,civil war,2010-04-18,,42,323,108,Syria,UN,humanitarian,2010-04-18,2023-01-01,yes,Iraq,5759553,29856,40.27,19.98,88.2,Turkoman,Christianity,low,19,2020-04-17,6.43,3,8,6,1815012,1165318,water,low,medium,36,41,7
109,Yemen,civil war,2010-04-19,,52,754,109,Yemen,UN,diplomatic,2010-04-19,,no,Iraq,15419100,23989,46.08,44.9,98.7,Turkoman,Christianity,low,7,2020-04-18,7.38,2,2,4,555824,1658238,food,medium,low,16,49,3
110,Syria,territorial conflict,2010-04-20,,57,654,110,Syria,Red Cross,humanitarian,2010-04-20,,partial,Yemen,24226174,25847,34.1,46.42,94.36,Arab,Shia Islam,high,4,2020-04-19,8.35,4,9,4,3986808,976157,water,medium,medium,14,25,2
111,Yemen,territorial conflict,2010-04-21,2023-01-01,44,242,111,Iraq,NATO,diplomatic,2010-04-21,,no,Iraq,25285467,41363,12.13,29.25,92.12,Baluchi,Shia Islam,medium,9,2020-04-20,7.04,1,2,2,1858491,2136343,water,low,medium,13,31,9
112,Iran,civil war,2010-04-22,,76,501,112,Iran,UN,military,2010-04-22,2023-01-01,yes,Iran,23297820,35086,41.8,59.38,57.48,Baluchi,Christianity,high,0,2020-04-21,9.68,5,4,3,3069080,2685924,food,low,high,31,15,9
113,Afghanistan,terrorism,2010-04-23,2023-01-01,70,198,113,Syria,Red Cross,diplomatic,2010-04-23,2023-01-01,no,Iran,14058830,22332,38.49,17.24,69.61,Turkoman,Christianity,low,3,2020-04-22,5.68,3,7,9,4876043,2939981,medicine,high,low,89,31,4
114,Afghanistan,civil war,2010-04-24,,84,660,114,Iraq,UN,diplomatic,2010-04-24,2023-01-01,partial,Iraq,6053549,25055,32.91,58.0,54.26,Turkoman,Sunni Islam,medium,19,2020-04-23,2.21,5,1,6,4589454,332062,water,low,high,70,2,7
115,Syria,territorial conflict,2010-04-25,,49,469,115,Iran,NATO,humanitarian,2010-04-25,2023-01-01,partial,Iran,39286108,49545,36.37,43.75,74.4,Arab,Christianity,low,17,2020-04-24,5.68,5,7,9,795156,2797602,food,low,high,87,32,5
116,Afghanistan,civil war,2010-04-26,,66,657,116,Iran,Red Cross,military,2010-04-26,,no,Afghanistan,12586112,20241,34.18,14.3,66.27,Arab,Sunni Islam,medium,1,2020-04-25,5.64,4,3,6,109842,901553,food,medium,medium,3,14,9
117,Yemen,territorial conflict,2010-04-27,,85,44,117,Afghanistan,NATO,humanitarian,2010-04-27,2023-01-01,partial,Iraq,19738995,31420,34.78,10.1,68.18,Baluchi,Christianity,medium,6,2020-04-26,2.86,9,2,0,1868845,544298,shelter,high,medium,87,46,4
118,Iraq,territorial conflict,2010-04-28,2023-01-01,6,8,118,Yemen,Red Cross,military,2010-04-28,,yes,Iran,19387488,49371,17.31,42.55,51.07,Persian,Sunni Islam,medium,7,2020-04-27,5.48,6,2,1,1986334,1044591,medicine,low,medium,55,44,5
119,Yemen,territorial conflict,2010-04-29,,23,605,119,Afghanistan,Red Cross,humanitarian,2010-04-29,,yes,Iraq,6210331,6488,25.47,26.37,55.45,Kurd,Christianity,high,0,2020-04-28,2.05,5,1,1,4624117,230463,shelter,medium,low,7,16,8
120,Syria,terrorism,2010-04-30,,18,68,120,Syria,NATO,diplomatic,2010-04-30,2023-01-01,yes,Iran,38540864,46754,29.79,32.16,73.2,Arab,Shia Islam,high,13,2020-04-29,8.74,7,2,8,1509640,179568,food,high,medium,9,8,2
121,Yemen,terrorism,2010-05-01,2023-01-01,46,194,121,Afghanistan,NATO,military,2010-05-01,,yes,Iraq,9055737,44978,15.4,17.31,94.5,Persian,Shia Islam,high,9,2020-04-30,2.33,5,6,3,62938,1439808,food,medium,medium,50,26,4
122,Iran,territorial conflict,2010-05-02,,81,993,122,Iran,UN,diplomatic,2010-05-02,2023-01-01,yes,Syria,24272750,3105,29.3,29.15,98.41,Turkoman,Christianity,high,10,2020-05-01,5.32,5,3,3,3982130,235782,food,low,low,67,15,5
123,Yemen,terrorism,2010-05-03,2023-01-01,93,134,123,Iraq,NATO,military,2010-05-03,,yes,Iraq,22264938,12995,25.75,44.7,96.36,Persian,Christianity,medium,1,2020-05-02,9.13,6,9,5,2787944,2793695,shelter,low,high,34,28,2
124,Iran,civil war,2010-05-04,,11,744,124,Syria,Red Cross,diplomatic,2010-05-04,2023-01-01,yes,Iran,20187678,34336,42.08,29.99,81.22,Baluchi,Shia Islam,high,8,2020-05-03,7.83,6,3,2,1030164,329329,water,high,low,2,23,6
125,Yemen,civil war,2010-05-05,,41,893,125,Yemen,Red Cross,military,2010-05-05,,partial,Iran,9478875,19886,13.17,56.22,80.57,Turkoman,Christianity,high,18,2020-05-04,1.94,3,3,4,2204249,2492861,medicine,medium,low,24,30,9
126,Afghanistan,territorial conflict,2010-05-06,,28,181,126,Yemen,NATO,military,2010-05-06,2023-01-01,yes,Yemen,15431487,9465,14.9,20.11,83.1,Baluchi,Shia Islam,low,10,2020-05-05,3.96,6,1,8,4452558,2840905,food,low,low,79,40,3
127,Iraq,civil war,2010-05-07,2023-01-01,88,935,127,Iraq,Red Cross,humanitarian,2010-05-07,,no,Yemen,1905523,10307,28.79,31.79,87.64,Arab,Shia Islam,medium,5,2020-05-06,9.35,7,4,6,4902150,2693687,medicine,high,medium,8,4,6
128,Iran,civil war,2010-05-08,2023-01-01,45,770,128,Yemen,UN,diplomatic,2010-05-08,,no,Iraq,24903306,27857,11.4,20.62,55.23,Kurd,Christianity,low,13,2020-05-07,1.07,7,3,0,1641542,2726137,shelter,low,high,16,9,6
129,Iran,terrorism,2010-05-09,2023-01-01,12,683,129,Iraq,UN,humanitarian,2010-05-09,,no,Syria,19853711,41611,22.05,38.37,62.48,Arab,Sunni Islam,high,2,2020-05-08,9.12,9,3,3,3632834,2488705,food,medium,medium,71,31,9
130,Afghanistan,terrorism,2010-05-10,2023-01-01,5,714,130,Syria,NATO,military,2010-05-10,,yes,Yemen,34448543,26293,14.4,58.94,79.09,Baluchi,Sunni Islam,high,16,2020-05-09,2.58,2,1,1,194713,2027718,food,high,medium,36,49,2
131,Yemen,civil war,2010-05-11,,71,183,131,Iran,Red Cross,humanitarian,2010-05-11,2023-01-01,yes,Yemen,31871206,40675,5.46,9.49,81.72,Kurd,Sunni Islam,low,6,2020-05-10,4.74,4,4,8,1819438,1124758,food,medium,low,31,29,3
132,Syria,territorial conflict,2010-05-12,2023-01-01,85,228,132,Yemen,NATO,military,2010-05-12,,yes,Syria,7878914,31206,19.56,12.96,81.27,Kurd,Christianity,medium,7,2020-05-11,6.95,8,7,6,2115467,2899505,medicine,high,high,27,39,4
133,Iraq,civil war,2010-05-13,2023-01-01,14,352,133,Yemen,NATO,military,2010-05-13,2023-01-01,partial,Yemen,39699900,10538,19.73,55.33,92.33,Baluchi,Sunni Islam,low,1,2020-05-12,6.84,9,9,6,2573916,403712,food,high,low,74,44,2
134,Iraq,civil war,2010-05-14,,19,973,134,Iran,Red Cross,diplomatic,2010-05-14,,no,Iraq,17163920,30928,14.36,29.78,91.17,Persian,Christianity,high,7,2020-05-13,6.51,9,8,6,3109206,2298766,medicine,high,high,22,32,3
135,Syria,civil war,2010-05-15,,73,949,135,Iraq,NATO,humanitarian,2010-05-15,,partial,Iraq,17510594,2003,16.8,10.91,98.18,Kurd,Sunni Islam,low,1,2020-05-14,7.19,4,1,8,426619,2921657,shelter,low,medium,77,41,8
136,Yemen,civil war,2010-05-16,,2,8,136,Afghanistan,UN,military,2010-05-16,,yes,Yemen,20062798,34749,24.16,40.89,97.73,Baluchi,Shia Islam,low,1,2020-05-15,8.66,6,6,8,782291,186575,shelter,medium,low,88,34,1
137,Yemen,terrorism,2010-05-17,2023-01-01,32,784,137,Syria,UN,diplomatic,2010-05-17,2023-01-01,no,Afghanistan,13984227,39185,7.62,43.84,56.8,Baluchi,Shia Islam,low,8,2020-05-16,4.01,1,6,5,1906848,2288145,food,low,high,51,37,1
138,Afghanistan,terrorism,2010-05-18,2023-01-01,69,555,138,Iraq,Red Cross,humanitarian,2010-05-18,2023-01-01,no,Iraq,9285967,4153,5.51,59.06,76.59,Baluchi,Christianity,high,2,2020-05-17,6.06,7,1,7,2643979,1058669,food,medium,high,31,16,2
139,Iraq,territorial conflict,2010-05-19,,30,629,139,Iran,UN,military,2010-05-19,,no,Syria,4253205,14943,5.67,10.69,65.24,Persian,Shia Islam,high,19,2020-05-18,3.94,7,1,8,4372963,785809,food,medium,low,94,48,5
140,Syria,territorial conflict,2010-05-20,,99,929,140,Iran,UN,military,2010-05-20,2023-01-01,no,Afghanistan,2933180,10598,36.53,51.32,76.68,Arab,Christianity,low,12,2020-05-19,1.87,2,5,6,4784510,444848,food,medium,medium,75,14,7
141,Afghanistan,territorial conflict,2010-05-21,,48,343,141,Iraq,Red Cross,diplomatic,2010-05-21,2023-01-01,no,Iran,33955575,6604,40.68,42.15,75.67,Kurd,Sunni Islam,high,11,2020-05-20,1.92,5,8,7,2129057,967265,shelter,high,high,64,11,6
142,Afghanistan,terrorism,2010-05-22,2023-01-01,51,622,142,Afghanistan,UN,military,2010-05-22,2023-01-01,partial,Yemen,1701588,46994,25.05,59.12,58.88,Turkoman,Shia Islam,high,12,2020-05-21,2.11,2,8,1,1069577,2345712,water,high,medium,24,28,9
143,Yemen,territorial conflict,2010-05-23,,47,882,143,Iraq,UN,diplomatic,2010-05-23,,no,Afghanistan,12842598,9155,47.14,40.01,57.96,Turkoman,Christianity,medium,19,2020-05-22,7.58,8,3,2,4199990,1218021,medicine,medium,high,61,28,5
144,Yemen,civil war,2010-05-24,,34,403,144,Iraq,NATO,military,2010-05-24,,yes,Iraq,24192379,33473,44.04,36.09,95.59,Kurd,Sunni Islam,medium,3,2020-05-23,1.65,8,2,0,4505678,596980,shelter,medium,medium,45,3,1
145,Yemen,territorial conflict,2010-05-25,2023-01-01,91,349,145,Iran,UN,humanitarian,2010-05-25,2023-01-01,yes,Afghanistan,17221609,8486,47.91,27.09,78.26,Baluchi,Sunni Islam,medium,5,2020-05-24,8.51,7,1,4,3744088,1609428,medicine,low,medium,63,32,5
146,Syria,civil war,2010-05-26,,73,378,146,Yemen,UN,military,2010-05-26,,yes,Iraq,16201409,42962,47.28,23.12,94.85,Baluchi,Shia Islam,medium,19,2020-05-25,8.85,1,1,0,1727091,761659,medicine,medium,high,81,20,4
147,Afghanistan,civil war,2010-05-27,2023-01-01,56,801,147,Afghanistan,Red Cross,humanitarian,2010-05-27,2023-01-01,partial,Yemen,36246945,20032,5.66,36.51,71.72,Persian,Shia Islam,high,18,2020-05-26,1.24,8,2,0,756836,2189678,medicine,high,high,97,46,3
148,Iraq,terrorism,2010-05-28,2023-01-01,21,777,148,Iran,UN,military,2010-05-28,2023-01-01,yes,Afghanistan,9341177,5659,27.88,48.42,67.69,Baluchi,Shia Islam,medium,18,2020-05-27,6.9,4,4,3,2589866,639120,water,low,medium,38,40,6
149,Syria,terrorism,2010-05-29,,74,133,149,Afghanistan,NATO,military,2010-05-29,2023-01-01,no,Afghanistan,3899385,2766,47.62,33.93,98.55,Persian,Christianity,medium,1,2020-05-28,6.33,7,6,2,3108223,2851928,food,medium,medium,76,13,1
150,Iraq,terrorism,2010-05-30,2023-01-01,41,435,150,Syria,UN,humanitarian,2010-05-30,,partial,Iran,16316401,23180,24.03,37.68,97.15,Persian,Christianity,low,5,2020-05-29,7.69,4,8,3,3693379,2097379,water,high,low,65,40,6
151,Afghanistan,terrorism,2010-05-31,2023-01-01,77,738,151,Iraq,NATO,humanitarian,2010-05-31,2023-01-01,partial,Iraq,34556801,18430,23.83,5.56,68.46,Arab,Shia Islam,low,19,2020-05-30,8.08,9,3,7,1387466,846437,shelter,high,low,96,21,6
152,Yemen,civil war,2010-06-01,,77,382,152,Iraq,UN,diplomatic,2010-06-01,,partial,Iraq,20845717,13399,45.67,45.42,59.76,Baluchi,Sunni Islam,medium,3,2020-05-31,8.22,7,4,0,4489050,2361306,food,low,low,58,43,1
153,Iraq,terrorism,2010-06-02,2023-01-01,80,594,153,Syria,UN,military,2010-06-02,,yes,Yemen,14909333,33990,34.79,16.24,60.37,Arab,Shia Islam,medium,17,2020-06-01,5.61,4,5,2,4208480,1852917,water,low,medium,78,24,5
154,Iran,territorial conflict,2010-06-03,2023-01-01,19,396,154,Afghanistan,Red Cross,military,2010-06-03,,yes,Afghanistan,17395513,42029,32.79,57.02,71.8,Arab,Sunni Islam,low,16,2020-06-02,9.9,6,2,4,1520258,2170218,water,high,low,15,31,4
155,Iran,civil war,2010-06-04,,82,518,155,Afghanistan,NATO,military,2010-06-04,2023-01-01,yes,Iran,3790442,26817,30.25,32.16,71.91,Kurd,Shia Islam,medium,1,2020-06-03,5.78,4,2,9,1359578,2692412,shelter,medium,medium,68,1,5
156,Iran,territorial conflict,2010-06-05,,21,442,156,Iran,UN,diplomatic,2010-06-05,,yes,Iran,23973329,4454,39.07,12.81,81.77,Arab,Sunni Islam,high,10,2020-06-04,9.83,3,2,8,3067753,64892,medicine,high,low,10,36,7
157,Iraq,terrorism,2010-06-06,,62,795,157,Iran,UN,military,2010-06-06,,no,Afghanistan,30014620,26941,15.51,56.88,85.2,Kurd,Shia Islam,low,0,2020-06-05,2.89,9,1,5,1518655,2919599,food,high,medium,59,4,4
158,Syria,terrorism,2010-06-07,2023-01-01,36,199,158,Yemen,UN,military,2010-06-07,,no,Syria,7994288,22943,29.7,7.97,59.46,Arab,Shia Islam,medium,2,2020-06-06,7.84,6,1,5,4327312,1431185,food,high,low,65,35,8
159,Syria,territorial conflict,2010-06-08,2023-01-01,35,995,159,Syria,UN,diplomatic,2010-06-08,,partial,Iran,30299172,20479,22.53,24.72,89.12,Persian,Sunni Islam,high,15,2020-06-07,8.73,1,2,5,2964240,628264,food,high,high,65,36,2
160,Afghanistan,civil war,2010-06-09,,99,540,160,Iraq,NATO,diplomatic,2010-06-09,2023-01-01,no,Afghanistan,31740389,34270,44.46,23.76,64.59,Turkoman,Shia Islam,medium,13,2020-06-08,3.95,6,4,5,4985957,276619,medicine,medium,low,36,25,7
161,Iraq,territorial conflict,2010-06-10,2023-01-01,96,633,161,Iraq,Red Cross,diplomatic,2010-06-10,2023-01-01,yes,Afghanistan,37893024,1661,27.94,26.85,84.24,Arab,Sunni Islam,low,0,2020-06-09,9.13,8,2,3,4045539,1825889,water,low,low,71,38,8
162,Iraq,civil war,2010-06-11,2023-01-01,27,664,162,Iraq,Red Cross,military,2010-06-11,,no,Iraq,36308038,35588,38.75,6.98,86.41,Baluchi,Christianity,low,6,2020-06-10,3.6,2,1,9,4784668,1381283,water,medium,high,63,22,5
163,Iraq,terrorism,2010-06-12,,58,314,163,Iran,Red Cross,military,2010-06-12,,yes,Yemen,35461523,14985,22.25,40.87,54.86,Baluchi,Shia Islam,medium,9,2020-06-11,9.39,2,3,3,2035523,2760886,shelter,medium,medium,77,38,9
164,Afghanistan,terrorism,2010-06-13,2023-01-01,68,438,164,Iraq,Red Cross,humanitarian,2010-06-13,2023-01-01,no,Iran,28452044,22871,34.46,24.26,55.87,Kurd,Sunni Islam,high,5,2020-06-12,6.96,5,8,2,4285393,1636016,medicine,low,low,49,28,2
165,Iraq,territorial conflict,2010-06-14,2023-01-01,81,859,165,Iraq,NATO,military,2010-06-14,2023-01-01,yes,Yemen,13065299,27650,47.3,40.89,91.01,Arab,Christianity,medium,11,2020-06-13,1.5,4,3,5,2084367,1408870,medicine,low,medium,1,46,8
166,Syria,civil war,2010-06-15,2023-01-01,25,60,166,Syria,Red Cross,military,2010-06-15,,partial,Iran,15672383,16274,14.03,39.2,58.47,Kurd,Christianity,medium,6,2020-06-14,8.73,9,7,7,4330051,100827,water,low,low,71,27,3
167,Afghanistan,territorial conflict,2010-06-16,,65,100,167,Iran,NATO,military,2010-06-16,,yes,Iraq,15767173,33986,27.84,14.1,61.16,Arab,Shia Islam,low,13,2020-06-15,3.97,1,3,0,3423058,606759,water,medium,low,27,21,4
168,Yemen,terrorism,2010-06-17,,20,614,168,Iran,Red Cross,military,2010-06-17,2023-01-01,partial,Afghanistan,3638466,18234,22.89,35.63,51.43,Arab,Sunni Islam,low,19,2020-06-16,4.6,8,9,2,2771721,2171201,water,high,medium,12,10,1
169,Yemen,civil war,2010-06-18,2023-01-01,27,312,169,Afghanistan,NATO,military,2010-06-18,2023-01-01,no,Yemen,29702368,9412,16.7,22.3,54.45,Persian,Christianity,low,4,2020-06-17,4.67,8,8,4,432875,2050289,food,high,medium,5,43,5
170,Afghanistan,territorial conflict,2010-06-19,2023-01-01,49,956,170,Syria,Red Cross,diplomatic,2010-06-19,2023-01-01,yes,Afghanistan,37727739,44713,46.65,25.18,67.7,Turkoman,Christianity,medium,2,2020-06-18,2.04,1,7,8,4507295,21472,food,high,high,39,14,7
171,Iraq,territorial conflict,2010-06-20,,72,287,171,Iraq,NATO,military,2010-06-20,2023-01-01,no,Yemen,7528357,35950,36.98,57.92,90.94,Arab,Shia Islam,low,1,2020-06-19,9.4,9,6,7,2657386,2306334,food,medium,high,24,16,7
172,Yemen,civil war,2010-06-21,2023-01-01,1,186,172,Iran,Red Cross,humanitarian,2010-06-21,,no,Iraq,26094926,12890,34.82,45.74,91.18,Persian,Christianity,medium,11,2020-06-20,7.07,7,3,6,3885079,24459,medicine,medium,high,78,43,3
173,Afghanistan,civil war,2010-06-22,2023-01-01,20,78,173,Syria,UN,diplomatic,2010-06-22,2023-01-01,yes,Yemen,28639556,29389,23.5,24.3,51.74,Arab,Sunni Islam,medium,12,2020-06-21,9.86,8,5,0,303990,1088550,food,high,high,2,9,1
174,Iran,territorial conflict,2010-06-23,,2,336,174,Afghanistan,Red Cross,humanitarian,2010-06-23,2023-01-01,partial,Iran,28224451,21223,37.16,31.1,68.02,Turkoman,Shia Islam,medium,18,2020-06-22,7.32,3,1,7,2242965,1057288,shelter,low,medium,32,38,7
175,Iran,territorial conflict,2010-06-24,,82,72,175,Iraq,Red Cross,diplomatic,2010-06-24,,yes,Syria,21149217,18119,25.16,57.39,69.83,Kurd,Shia Islam,medium,5,2020-06-23,3.69,8,2,3,1807911,2160118,water,low,high,87,7,7
176,Iraq,terrorism,2010-06-25,2023-01-01,10,873,176,Afghanistan,UN,diplomatic,2010-06-25,,partial,Iran,14447044,33161,9.69,17.24,55.35,Turkoman,Shia Islam,high,12,2020-06-24,8.4,4,9,8,3828851,1138738,food,medium,medium,17,25,3
177,Iran,terrorism,2010-06-26,2023-01-01,70,279,177,Syria,UN,military,2010-06-26,,yes,Iran,20212645,37885,33.83,45.68,57.66,Kurd,Sunni Islam,low,13,2020-06-25,2.23,2,5,7,3598232,345072,medicine,low,low,60,26,9
178,Syria,terrorism,2010-06-27,,17,522,178,Syria,UN,military,2010-06-27,,partial,Iran,38005169,20400,13.42,40.69,88.32,Arab,Sunni Islam,low,8,2020-06-26,6.79,1,2,9,1959181,2546707,shelter,low,high,73,43,1
179,Afghanistan,terrorism,2010-06-28,,93,228,179,Yemen,Red Cross,military,2010-06-28,,partial,Iran,24888805,8905,48.01,47.32,94.43,Baluchi,Christianity,high,13,2020-06-27,1.01,1,5,4,1001890,110995,food,low,low,30,8,5
180,Yemen,civil war,2010-06-29,2023-01-01,4,805,180,Iraq,Red Cross,diplomatic,2010-06-29,2023-01-01,no,Iraq,11765023,17286,40.6,55.57,52.52,Baluchi,Christianity,medium,0,2020-06-28,6.31,5,5,9,2395351,1371241,water,medium,low,36,43,5
181,Yemen,terrorism,2010-06-30,2023-01-01,81,631,181,Yemen,NATO,diplomatic,2010-06-30,,partial,Iraq,11088747,17765,43.48,20.67,54.45,Persian,Sunni Islam,medium,9,2020-06-29,1.47,2,1,9,502934,1757876,medicine,high,medium,88,33,8
182,Iraq,terrorism,2010-07-01,2023-01-01,2,883,182,Yemen,NATO,humanitarian,2010-07-01,2023-01-01,no,Yemen,6353873,37638,45.45,20.9,81.21,Kurd,Shia Islam,high,13,2020-06-30,4.26,3,4,8,2372370,1398348,shelter,medium,low,28,3,6
183,Afghanistan,terrorism,2010-07-02,2023-01-01,10,947,183,Afghanistan,NATO,humanitarian,2010-07-02,,no,Yemen,8891821,38475,36.96,18.44,98.09,Arab,Shia Islam,medium,5,2020-07-01,6.64,2,5,1,4990543,2892637,medicine,medium,medium,94,43,8
184,Afghanistan,civil war,2010-07-03,,49,195,184,Iran,NATO,military,2010-07-03,,yes,Afghanistan,31467789,527,17.42,5.42,72.53,Turkoman,Christianity,high,7,2020-07-02,9.12,3,6,6,211662,857114,shelter,high,low,90,6,5
185,Iraq,civil war,2010-07-04,,52,280,185,Syria,NATO,diplomatic,2010-07-04,2023-01-01,partial,Iraq,9439815,9770,31.54,59.85,81.25,Turkoman,Christianity,high,3,2020-07-03,8.51,6,1,1,4804207,2982244,medicine,medium,high,32,30,1
186,Iran,terrorism,2010-07-05,2023-01-01,21,574,186,Yemen,NATO,humanitarian,2010-07-05,,yes,Iran,14655255,4224,25.39,34.98,63.65,Kurd,Christianity,low,3,2020-07-04,1.83,3,6,5,4760831,1509104,medicine,medium,high,71,2,6
187,Iran,terrorism,2010-07-06,2023-01-01,17,234,187,Yemen,NATO,humanitarian,2010-07-06,2023-01-01,partial,Syria,1211604,29851,38.59,42.19,62.25,Persian,Christianity,low,0,2020-07-05,7.65,4,7,9,3742544,28361,water,high,medium,31,8,6
188,Iraq,terrorism,2010-07-07,,24,898,188,Afghanistan,Red Cross,diplomatic,2010-07-07,2023-01-01,partial,Yemen,26628342,13370,10.4,39.01,80.64,Turkoman,Christianity,low,0,2020-07-06,9.07,4,5,2,2812682,584629,food,high,high,44,18,7
189,Iran,territorial conflict,2010-07-08,,62,46,189,Afghanistan,NATO,military,2010-07-08,2023-01-01,partial,Iran,17969781,28495,38.89,10.77,81.54,Persian,Shia Islam,low,16,2020-07-07,8.95,4,8,5,3274394,1280968,water,low,medium,92,14,9
190,Iraq,civil war,2010-07-09,,11,473,190,Iraq,NATO,diplomatic,2010-07-09,,partial,Syria,32161170,26080,8.39,47.37,57.45,Kurd,Shia Islam,low,6,2020-07-08,5.1,8,5,0,2616542,789395,medicine,high,low,20,9,1
191,Afghanistan,terrorism,2010-07-10,,23,702,191,Yemen,Red Cross,military,2010-07-10,,partial,Afghanistan,38363035,23339,7.31,43.6,86.83,Baluchi,Christianity,medium,13,2020-07-09,5.07,3,5,5,2098865,250478,shelter,low,low,20,35,7
192,Iraq,civil war,2010-07-11,,6,396,192,Iraq,UN,diplomatic,2010-07-11,,yes,Iran,39108583,47461,8.92,44.19,54.98,Turkoman,Sunni Islam,high,4,2020-07-10,6.59,5,8,8,3860801,2692592,food,high,medium,64,37,6
193,Syria,terrorism,2010-07-12,2023-01-01,29,447,193,Syria,NATO,military,2010-07-12,,no,Iran,20260696,5174,49.12,48.08,91.48,Turkoman,Shia Islam,high,5,2020-07-11,9.92,7,2,2,790190,2888283,shelter,low,medium,26,17,3
194,Yemen,territorial conflict,2010-07-13,,42,167,194,Iraq,UN,military,2010-07-13,,yes,Afghanistan,25838627,2649,14.49,13.37,94.79,Baluchi,Shia Islam,low,13,2020-07-12,3.9,1,4,3,2321938,751324,medicine,high,high,72,24,3
195,Syria,territorial conflict,2010-07-14,,61,363,195,Iran,Red Cross,humanitarian,2010-07-14,2023-01-01,no,Syria,5710259,21827,47.48,47.78,63.72,Baluchi,Sunni Islam,medium,11,2020-07-13,3.03,2,3,8,4339204,2285230,food,low,low,39,11,5
196,Yemen,terrorism,2010-07-15,,5,358,196,Yemen,NATO,humanitarian,2010-07-15,2023-01-01,yes,Yemen,2525073,19550,32.89,18.48,89.69,Arab,Christianity,high,14,2020-07-14,9.17,2,5,4,2983027,6926,shelter,medium,high,52,41,7
197,Iran,terrorism,2010-07-16,2023-01-01,60,854,197,Iran,NATO,humanitarian,2010-07-16,2023-01-01,partial,Syria,10201625,38906,28.92,52.83,87.89,Turkoman,Shia Islam,low,0,2020-07-15,2.24,6,9,1,1482915,287210,shelter,high,low,36,1,5
198,Yemen,territorial conflict,2010-07-17,,9,469,198,Iraq,Red Cross,humanitarian,2010-07-17,,yes,Afghanistan,22288333,7810,7.06,34.37,81.61,Arab,Sunni Islam,low,14,2020-07-16,8.4,5,9,1,1889093,710107,shelter,medium,medium,62,26,5
